bh_pub_index;bh_pub_XCOORD;bh_pub_YCOORD;bh_pub_ZCOORDB;bh_pub_ORIGNAME;bh_pub_NAMEPUB;bh_pub_SHORTNAME;bh_pub_BOHREDAT;bh_pub_BOHRTYP;bh_pub_GRUND;bh_pub_RESTRICTIO;bh_pub_TIEFEMD;bh_pub_DEPTHFROM;bh_pub_DEPTHTO;bh_pub_LAYERDESC;bh_pub_ORIGGEOL;bh_pub_LITHOLOGY;bh_pub_LITHOSTRAT;bh_pub_CHRONOSTR;bh_pub_TECTO;bh_pub_USCS1;bh_pub_USCS2;bh_pub_USCS3;bh_pub_geometry;bh_pub_geom4326;bh_pub_x4326;bh_pub_y4326
66823;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;390.0;395.0;"65% Mittelsand und Mittelsandstein, schwach kalkig verfestigt, grau; 25% Mergelstein, hellgrau wie zuvor; 10% polygene Gerölle in Splittern, vorwiegend Kristallin, wenige Kalke und ?Radiolarite sowie Kalzit.";Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66824;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;395.0;410.0;100% Mergelstein, hellgrau wie zuvor. Wenige Brocken Feinsandstein und Kalkmergelstein sowie Mittelsandstein wie zuvor.;Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66825;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;410.0;415.0;70% Mergelstein, hellgrau wie zuvor, meist zerbohrt, mit ca. 20% weißlichem Kalkpulver wieder verbacken, 30% Kalkmergelstein, hell- bis mittelbunt, meist beige, gelblichbraun und rotbraun. Mehrere Brocken Sandstein und Tonmergelstein, grauschwarz wie zuvor (?Nachfall).;Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66827;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;415.0;420.0;"80% Mergelstein, hellgrau, weich, stark zerbohrt; 15% Mittelsandstein, hellmittelgrau, kalkig, wenig mergelig, kaum verfestigt, dunkle Körner bis 15%, selten auch grobe Quarzkörner, z.T. zerbohrt und wieder zementiert, selten schwach glimmerstaubig; 5% Kalkmergelstein, schmutzigbräunlichgrau, gelblichgrau, z.T. ockerbraun, feingeschichtet, selten feinsandige; und glimmerstaubig, fest. Wenige Brocken Tonmergelstein, dunkelgrau-schwarz, weich, blätterig, z.T. etwas glimmerführend.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66828;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;420.0;425.0;"100% Mergelstein, hellgrau wie zuvor; wenige Brocken Kalkmergelstein und Tonmergelstein wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66829;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;425.0;430.0;"70% Mergelstein und Kalkmergelstein, dunkelbunt, mit zahlreichen Bröckchen von kohligem Tonmergelstein, einzelne Bröckchen mit Schalenresten, ?Schnecken, wohl vorwiegend Nachfall (nach Meißelwechsel); einzelne Brocken Mittel- und Feinsandstein, kalkig; 30% Splitter von Quarz und kristallinen Geröllen, z.T. auch von Feldspäten (polygene Nagelfluh), selten kalkige Gerölle.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66822;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;430.0;435.0;"60% Mergelstein, hellgrau, weich, zerbohrt wie zuvor; 20% Mittel - bis Grobsandstein, hellmittelgrau, kaum verfestigt, dunkle Körner bis ca.10%, etwas glimmerhaltig, z.T. mit wenig weißem Kalzit wieder zementiert, ?Schalenreste; 10% Tonmergelstein, dunkel wie zuvor, und Kalkmergelstein wie zuvor, 10% polygene Geröllsplitter wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66830;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;435.0;440.0;"50% Mittelsandstein wie zuvor; 40% Mergelstein (zerbohrt) wie zuvor; 10% Kalkmergelstein, wie zuvor. Wenige Geröllsplitter, meist Quarz.";Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66831;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;440.0;445.0;"75 % Mergelstein, hellgrau wie zuvor; 15% Mittelsandstein mit seltenen groben Körner; 10% Kalkmergelstein wie zuvor; wenige Brocken Tonmergelstein, dunkelgrauschwarz wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66832;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;445.0;450.0;Wie Sp. 430 m, jedoch keine Schalenreste.;Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66833;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;450.0;455.0;"50% Mergelstein, hellgrau, zerbohrt, mit weißem Kalzit zusammengebacken, ??Fossilreste, sonst wie zuvor; 40% Mergelstein, dunkelbunt, meist rostbraun und braunbeige, fest, fleckig, z.T. etwas feinsandig; 10% Kalkmergelstein wie zuvor. Wenige Brocken Tonmergelstein, schwarzgrau wie zuvor und wenige polygene Geröllsplitter (meist helle Quarze).";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66834;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;455.0;460.0;"30% Mergelstein und Kalkmergelstein, meist fest, grau bis mittelbeige, z.T. zerbohrt, z.T. auch stark gefleckt, z.T. wohl Nachfall; 30% Grobsandstein, mittelgrau, kaum verfestigt, und leicht körnig, dunkle und bunte Körner bis zu 20%; 30% Splitter polygener Gerölle, vorwiegend Quarz und Kristallin, seltener Kalk und Kalzit; 10% Tonmergelstein, dunkel grau bis schwarz wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66835;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;460.0;465.0;"70% Splitter polygener Gerölle wie zuvor: 20% Tonmergelstein und Mergelstein bis Kalkmergelstein, dunkelgrau, sonst wie zuvor; 10% Mergelstein hellgrau, weich, zerbohrt.";Obere Meeresmolasse (Helvétien + Burdigalien);SkkKo;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66836;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;465.0;490.0;100% Mergelstein, hellgrau, schwach grünlich, weich, zerbohrt, selten weiße Flecke (kalzitisches Pulver), in Sp. 480 m wenig  Brocken Grob- bis Mittelsandstein wie in Sp. 460 m, in Sp. 490 m wenige Splitter polygener Gerölle wie zuvor.;Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66837;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;490.0;495.0;"85% Mergelstein, hellgrau, zerbohrt wie zuvor, etwas mehr weißes Kalkpulver; 10% Mergelstein, Tonmergelstein und Kalkmergelstein, dunkelbunt, z.T. auch Feinsandstein, mergelig, kalkig, schwach glimmerführend; 5% polygene Gerölle (in Splittern).";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66838;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;495.0;505.0;"90% Splitter polygener Gerölle, meist Quarz und Kristall in, weniger Kalk und Kalzit; 10% Mergelstein wie zuvor, in Sp. 505 m wenige Brocken Feinsandstein, mittelgrau bis hellgrünlichgrau, kalkig, fest, dunkle Körner bis ca. 10%";Obere Meeresmolasse (Helvétien + Burdigalien);SkkKo;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66839;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;505.0;510.0;"50% Mergelstein, hellgrau, zerbohrt; 30% Mittelsandstein bis Feinsandstein, hellgrau, mergelig bis kalkig, kaum glimmerhaltig, dunkle Körner bei ca. 5-10%, z.T. kaum verfestigt; 15% Kalkmergelstein und Tonmergelstein, dunkelbunt bis schwarzgrau, z.T. feingeschichtet, blättrig; 5% Splitter polygener Gerölle wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66840;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;510.0;520.0;"80-90% Mergelstein, hellgrau, zerbohrt wie zuvor; 10-15% Kalkmergelstein und wenig Tonmergelstein wie zuvor; 0-5% Feinsandstein bis Mittelsandstein, hellgrau, sonst wie zuvor. Wenige Reste von weißlichem Kalkpulver, vor allem in zerbohrtem Mergelstein.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66842;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;520.0;525.0;"60% Mergelstein, mittelbeige, z.T. ockergelb gefleckt, weich, schwach feinsandig, zerbohrt; 30% Feinsandstein, hellmittelgrünlichgrau, fest bis locker, feinglimmerstaubig, stark mergelig, z.T. kalkig, z.T. etwas plattig; 10% Kalkmergelstein, Tonmergelstein und Fein- bis Mittelsandstein wie zuvor. Mehrere Splitter von vorwiegend Quarzgeröllen, seltener Kalkgerölle, meist dunkelgrau; Ganze Probe z.T. wohl aus Nachfall bestehend (Meißelwechsel).";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66843;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;525.0;535.0;"80% Feinsandstein, Feinmittelsandstein bis Mittelsandstein, hell - bis mittelschmutziggrau, z.T. graubeige, z.T. als Kalksandstein ausgebildet, sehr stark kalkig, mäßig mergelig, hart bis fest, selten mürbe (Mittelsandstein), meist mäßig, z.T. schwach glimmerstaubig, z.T. schwach glaukonitführend, bunte und dunkle Körner bis 10%; 15% Kalkmergelstein und Tonmergelstein wie zuvor 5% Mergelstein, mittelbeige, zerbohrt, sonstwie zuvor, wenige Splitter von meist quarzitischen Gerölle. Seltene Brocken von festen mittelgrauem Kalkstein ?aus Geröllen.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66844;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;535.0;545.0;"85% Feinsandstein, hellmittelgrau, stark kalkig, kaum mergelig, mäßig bis stark glimmerstaubig, wenig gröbere Glimmerblättchen und seltene grünliche Körner (Glaukonit), fest bis hart, z.T. feingeschichtet mit Glimmerstaubanreicherungen auf den Schichtflächen, dunkle Körner bis ca. 5%, z.T. etwas plattig; 5% Kalkmergelstein und wenig Tonmergelstein wie zuvor; 5% Feinmittelsandstein bis Mittelsandstein, graubeige bis schmutziggrau wie zuvor; 5% Mergelstein, hellgrau, weich, zerbohrt. Wenige Brocken hellbeiger Kalkstein, weich, zerbohrt.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66841;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;545.0;550.0;"70% Feinsandstein, hell- mittelgrau, sonst wie zuvor (Plattensandstein) ;25% Feinmittelsandstein bis Feinmittelsand, grünlichgrau, hellgrau, selten mittelbraun, schwach (kalkig) verfestigt, z.T. zerbohrt, grünliche und rötliche Körner bis 10%; 5% Kalkmergelstein, Mergelstein und Tonmergelstein, wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66845;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;550.0;555.0;Wie zuvor, jedoch Feinmittelsand- bis Sandstein, hellgrau, bis 60%.;Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66846;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;555.0;560.0;Wie zuvor, jedoch Mergelstein, hellgrau, weich, zusammen mit weißlichem Kalzit zerbohrt, ca. 25 %.;Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66847;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;560.0;565.0;"60% Feinsandstein, hellmittelgrau, sonst wie zuvor 20% Mergelstein, Kalkmergelstein und Tonmergelstein wie zuvor (bunt), seltene Brocken von ?kohligen Tonmergelstein; 10% Mergelstein, beige, plastisch, zerbohrt; 10% Mergelstein, hellgrau, weich, zerbohrt, sonst wie zuvor; einzelne Brocken von weißlichem Kalzit; einzelne Brocken mittelgrauer Kalksandsteine, mittelkörnig, dunkle Körner bis 15% Probe stark verunreinigt (Meißelwechsel).";Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66848;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;565.0;580.0;"85-90% Feinsandstein bis Feinmittelsandstein, selten Mittelsandstein, mittelgrau, selten hellgrünlichgrau, fest bis hart, plattig, glimmerstaubig, auf Schichtflächen Anreicherung von Glimmerblättchen, kalkig, wenig Glaukonit führend; 10% Mergelstein bis Kalkmergelstein, bräunlichbeige, rötlichgrau gefleckt, mittelgrau, hellgrau, z.T. feinsandig; 0-5% Geröllsplitter, meist quarzitisch, seltener auch kristallin (granitisch) und ganz selten Kalzitbrocken, z.T. an Feinsandsteinbrocken gebunden. Selten Brocken kohliger Tonmergelsteine, meist schwarz. Wenige Brocken Mergelstein, hellgrau, zerbohrt, sonst wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66849;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;580.0;585.0;Wie zuvor, jedoch Anteil von Mittelsandstein etwas höher.;Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66850;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;585.0;590.0;"50% Fein- bis Mittelsandstein wie zuvor; 40% Mittel- bis Grobsandstein sowie Mittel- bis Grobsand, schwach kalkig verfestigt, mittelgrau, dunkle und bunte Körner bis 20% kaum glimmerführend; 10% Mergelstein und Kalkmergelstein wie zuvor; wenige Geröllsplitter wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66851;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;590.0;610.0;"70% Mittel- bis Grobsandstein wie zuvor, jedoch mäßig glimmerhaltige, z.T. zerbohrt; 15% Feinsandstein, hellmittelgrau wie zuvor, z.T. mergelig; 15 % Mergelstein, vorwiegend hell- bis mittelbeige, mittelbunten Kalkmergelstein und Tonmergelstein wie zuvor, wenige Brocken Mergelstein, hellgrau, weich, zerbohrt, in Sp. 605 m und 610 m auf 10% zunehmend.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66852;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;610.0;615.0;"30% Feinsandstein wie zuvor; 30% Mergelstein, mittelbunt (beige, ockerbraun und rötlichbraun), wie zuvor; 30% polygene Gerölle mit vorwiegend Quarz, Granit und seltenen dunkelgrauen Kalken, Splitterbegrenzung deutet auf Gerölldurchmesser von z.T. über 10 mm hin; 10% Kalkmergelstein und Tonmergelstein sowie Mittel- bis Grobsandstein wie zuvor, jedoch z.T. stark glaukonitisch.";Obere Meeresmolasse (Helvétien + Burdigalien);SksSg;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66853;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;615.0;620.0;"Wie zuvor, jedoch ca. 70% Feinsandstein und Mergelstein sowie Grobsandstein; 20% polygene Gerölle und dazu 10 % Mergelstein, hellgrau, weich, zerbohrt.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66870;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;620.0;625.0;"Wie zuvor, jedoch 40% Mergelstein, hellgrau, weich, zerbohrt; 10% Gerölle wie zuvor; wenige Brocken Kalkmergelstein mit fraglichen Fossil spuren.";Obere Meeresmolasse (Helvétien + Burdigalien);SksSm;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66871;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;625.0;630.0;Wie zuvor, jedoch 60% Mergelstein, hellgrau, weich, zusammen mit weißem Kalkpulver zerbohrt, ?Kalzit.;Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66872;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;630.0;635.0;Wie zuvor, jedoch 20% Mergelstein wie zuvor, 20% Gerölle wie zuvor, darunter auch Radiolarit, mehrere Brocken dunkelgrauer, kohliger Tonmergelsteine.;Obere Meeresmolasse (Helvétien + Burdigalien);SksSg;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66869;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;635.0;640.0;"95% Mergelstein, hell-mittelgrau, weich, z.T. etwas feinsandig, stark zerbohrt; 5% Kalkmergelstein und Tonmergelstein, grau u. beige, sonst wie zuvor; wenige Brocken Feinsandstein und Mittelsandstein wie zuvor.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66873;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;640.0;665.0;"70-80% Fein- bis Mittelsandstein (Kalksandstein) mittel- bis hellgrau, stark kalkig, kaum glimmerhaltig, einzelne Blättchen bis 1 mm Ø, dunkle und grünliche ?Glaukonit Körner bis 20% (oft eckig); 5-15% Mergelstein, hell- bis mittelgrau, auch beige, weich, zerbohrt; 10% Kalkmergelstein und wenig Tonmergelstein, fest, meist beige, braunrot, mittelgrau, selten dunkelgrau, z.T. etwas feinsandig, z.T. grobe Splitter (?Nachfall); 5-15% Geröllsplitter, vorwiegend Quarzit und Kristallin, Ø bis 15 mm, wenige Brocken Mergelstein mit seltenen Pyritkriställchen bis 1 mm Ø In Sp. 645 m 1 Brocken Glanzkohle.";Obere Meeresmolasse (Helvétien + Burdigalien);Sksun;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66874;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;665.0;680.0;"50% Kalkmergelstein und wenig Tonmergelstein wie zuvor, zahlreiche rötlich-beige gefleckte Splitter, z.T. wohl Nachfall; 30% Fein- bis Mittelsandstein (Kalksandstein) wie zuvor; 20% Geröllsplitter wie zuvor. Einzelne Brocken Kalkstein, mittelgrau. ?aus Geröllen? Wenige Brocken Mergelstein, weich, zerbohrt.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpKa;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
